date,station,hour,passengers
2024-05-11,Центральная,4,168
2024-05-11,Центральная,5,209
2024-05-11,Центральная,6,184
2024-05-11,Центральная,7,1680
2024-05-11,Центральная,8,1621
2024-05-11,Центральная,9,1670
2024-05-11,Центральная,10,1910
2024-05-11,Центральная,11,690
2024-05-11,Центральная,12,794
2024-05-11,Центральная,13,778
2024-05-11,Центральная,14,930
2024-05-11,Центральная,15,759
2024-05-11,Центральная,16,707
2024-05-11,Центральная,17,2059
2024-05-11,Центральная,18,2036
2024-05-11,Центральная,19,1494
2024-05-11,Центральная,20,1951
2024-05-11,Центральная,21,482
2024-05-11,Центральная,22,457
2024-05-11,Центральная,23,433
2024-05-11,Восточная,0,92
2024-05-11,Восточная,1,108
2024-05-11,Восточная,2,118
2024-05-11,Восточная,3,117
2024-05-11,Восточная,4,91
2024-05-11,Восточная,5,108
2024-05-11,Восточная,6,129
2024-05-11,Восточная,7,1031
2024-05-11,Восточная,8,956
2024-05-11,Восточная,9,822
2024-05-11,Восточная,10,1137
2024-05-11,Восточная,11,468
2024-05-11,Восточная,12,499
2024-05-11,Восточная,13,484
2024-05-11,Восточная,14,450
2024-05-11,Восточная,15,491
2024-05-11,Восточная,16,441
2024-05-11,Восточная,17,641
2024-05-11,Восточная,18,886
2024-05-11,Восточная,19,947
2024-05-11,Восточная,20,890
2024-05-11,Восточная,21,302
2024-05-11,Восточная,22,266
2024-05-11,Восточная,23,301
2024-05-11,Западная,0,107
2024-05-11,Западная,1,77
2024-05-11,Западная,2,104
2024-05-11,Западная,3,83
2024-05-11,Западная,4,95
2024-05-11,Западная,5,92
2024-05-11,Западная,6,101
2024-05-11,Западная,7,737
2024-05-11,Западная,8,681
2024-05-11,Западная,9,724
2024-05-11,Западная,10,738
2024-05-11,Западная,11,406
2024-05-11,Западная,12,396
2024-05-11,Западная,13,385
2024-05-11,Западная,14,399
2024-05-11,Западная,15,427
2024-05-11,Западная,16,379
2024-05-11,Западная,17,726
2024-05-11,Западная,18,860
2024-05-11,Западная,19,647
2024-05-11,Западная,20,763
2024-05-11,Западная,21,244
2024-05-11,Западная,22,254
2024-05-11,Западная,23,245
2024-05-11,Северная,0,112
2024-05-11,Северная,1,103
2024-05-11,Северная,2,114
2024-05-11,Северная,3,110
2024-05-11,Северная,4,112
2024-05-11,Северная,5,96
2024-05-11,Северная,6,109
2024-05-11,Северная,7,761
2024-05-11,Северная,8,762
2024-05-11,Северная,9,767
2024-05-11,Северная,10,809
2024-05-11,Северная,11,400
2024-05-11,Северная,12,375
2024-05-11,Северная,13,466
2024-05-11,Северная,14,378
2024-05-11,Северная,15,454
2024-05-11,Северная,16,395
2024-05-11,Северная,17,948
2024-05-11,Северная,18,739
2024-05-11,Северная,19,877
2024-05-11,Северная,20,772
2024-05-11,Северная,21,245
2024-05-11,Северная,22,248
2024-05-11,Северная,23,252
2024-05-11,Южная,0,101
2024-05-11,Южная,1,82
2024-05-11,Южная,2,82
2024-05-11,Южная,3,84
2024-05-11,Южная,4,93
2024-05-11,Южная,5,90
2024-05-11,Южная,6,96
2024-05-11,Южная,7,671
2024-05-11,Южная,8,634
2024-05-11,Южная,9,613
2024-05-11,Южная,10,616
2024-05-11,Южная,11,374
2024-05-11,Южная,12,357
2024-05-11,Южная,13,340
2024-05-11,Южная,14,338
2024-05-11,Южная,15,332
2024-05-11,Южная,16,376
2024-05-11,Южная,17,621
2024-05-11,Южная,18,614
2024-05-11,Южная,19,518
2024-05-11,Южная,20,594
2024-05-11,Южная,21,199
2024-05-11,Южная,22,238
2024-05-11,Южная,23,239
2024-05-11,Университет,0,150
2024-05-11,Университет,1,152
2024-05-11,Университет,2,133
2024-05-11,Университет,3,142
2024-05-11,Университет,4,149
2024-05-11,Университет,5,116
2024-05-11,Университет,6,141
2024-05-11,Университет,7,1265
2024-05-11,Университет,8,1266
2024-05-11,Университет,9,1146
2024-05-11,Университет,10,1193
2024-05-11,Университет,11,555
2024-05-11,Университет,12,595
2024-05-11,Университет,13,491
2024-05-11,Университет,14,536
2024-05-11,Университет,15,558
2024-05-11,Университет,16,611
2024-05-11,Университет,17,996
2024-05-11,Университет,18,865
2024-05-11,Университет,19,860
2024-05-11,Университет,20,959
2024-05-11,Университет,21,305
2024-05-11,Университет,22,346
2024-05-11,Университет,23,342
2024-05-11,Парк,0,78
2024-05-11,Парк,1,80
2024-05-11,Парк,2,84
2024-05-11,Парк,3,73
2024-05-11,Парк,4,90
2024-05-11,Парк,5,78
2024-05-11,Парк,6,70
2024-05-11,Парк,7,503
2024-05-11,Парк,8,458
2024-05-11,Парк,9,486
2024-05-11,Парк,10,493
2024-05-11,Парк,11,325
2024-05-11,Парк,12,409
2024-05-11,Парк,13,354
2024-05-11,Парк,14,309
2024-05-11,Парк,15,290
2024-05-11,Парк,16,338
2024-05-11,Парк,17,683
2024-05-11,Парк,18,610
2024-05-11,Парк,19,638
2024-05-11,Парк,20,659
2024-05-11,Парк,21,185
2024-05-11,Парк,22,213
2024-05-11,Парк,23,201
2024-05-11,Речная,0,70
2024-05-11,Речная,1,77
2024-05-11,Речная,2,76
2024-05-11,Речная,3,81
2024-05-11,Речная,4,81
2024-05-11,Речная,5,75
2024-05-11,Речная,6,59
2024-05-11,Речная,7,480
2024-05-11,Речная,8,449
2024-05-11,Речная,9,439
2024-05-11,Речная,10,520
2024-05-11,Речная,11,332
2024-05-11,Речная,12,300
2024-05-11,Речная,13,304
2024-05-11,Речная,14,289
2024-05-11,Речная,15,318
2024-05-11,Речная,16,346
2024-05-11,Речная,17,520
2024-05-11,Речная,18,523
2024-05-11,Речная,19,479
2024-05-11,Речная,20,474
2024-05-11,Речная,21,189
2024-05-11,Речная,22,177
2024-05-11,Речная,23,198
2024-05-12,Центральная,0,157
2024-05-12,Центральная,1,190
2024-05-12,Центральная,2,175
2024-05-12,Центральная,3,164
2024-05-12,Центральная,4,170
2024-05-12,Центральная,5,202
2024-05-12,Центральная,6,211
2024-05-12,Центральная,7,1766
2024-05-12,Центральная,8,1480
2024-05-12,Центральная,9,1449
2024-05-12,Центральная,10,1618
2024-05-12,Центральная,11,733
2024-05-12,Центральная,12,688
2024-05-12,Центральная,13,819
2024-05-12,Центральная,14,768
2024-05-12,Центральная,15,787
2024-05-12,Центральная,16,695
2024-05-12,Центральная,17,1958
2024-05-12,Центральная,18,1665
2024-05-12,Центральная,19,2036
2024-05-12,Центральная,20,1861
2024-05-12,Центральная,21,502
2024-05-12,Центральная,22,374
2024-05-12,Центральная,23,440
2024-05-12,Восточная,0,95
2024-05-12,Восточная,1,119
2024-05-12,Восточная,2,105
2024-05-12,Восточная,3,124
2024-05-12,Восточная,4,124
2024-05-12,Восточная,5,106
2024-05-12,Восточная,6,115
2024-05-12,Восточная,7,918
2024-05-12,Восточная,8,798
2024-05-12,Восточная,9,1067
2024-05-12,Восточная,10,910
2024-05-12,Восточная,11,482
2024-05-12,Восточная,12,537
2024-05-12,Восточная,13,440
2024-05-12,Восточная,14,488
2024-05-12,Восточная,15,474
2024-05-12,Восточная,16,522
2024-05-12,Восточная,17,879
2024-05-12,Восточная,18,841
2024-05-12,Восточная,19,879
2024-05-12,Восточная,20,885
2024-05-12,Восточная,21,271
2024-05-12,Восточная,22,255
2024-05-12,Восточная,23,265
2024-05-12,Западная,0,80
2024-05-12,Западная,1,100
2024-05-12,Западная,2,96
2024-05-12,Западная,3,85
2024-05-12,Западная,4,96
2024-05-12,Западная,5,97
2024-05-12,Западная,6,89
2024-05-12,Западная,7,803
2024-05-12,Западная,8,704
2024-05-12,Западная,9,605
2024-05-12,Западная,10,616
2024-05-12,Западная,11,391
2024-05-12,Западная,12,403
2024-05-12,Западная,13,347
2024-05-12,Западная,14,326
2024-05-12,Западная,15,370
2024-05-12,Западная,16,374
2024-05-12,Западная,17,748
2024-05-12,Западная,18,683
2024-05-12,Западная,19,716
2024-05-12,Западная,20,764
2024-05-12,Западная,21,274
2024-05-12,Западная,22,233
2024-05-12,Западная,23,191
2024-05-12,Северная,0,104
2024-05-12,Северная,1,112
2024-05-12,Северная,2,93
2024-05-12,Северная,3,99
2024-05-12,Северная,4,118
2024-05-12,Северная,5,89
2024-05-12,Северная,6,98
2024-05-12,Северная,7,827
2024-05-12,Северная,8,881
2024-05-12,Северная,9,832
2024-05-12,Северная,10,799
2024-05-12,Северная,11,412
2024-05-12,Северная,12,425
2024-05-12,Северная,13,390
2024-05-12,Северная,14,439
2024-05-12,Северная,15,405
2024-05-12,Северная,16,389
2024-05-12,Северная,17,769
2024-05-12,Северная,18,804
2024-05-12,Северная,19,705
2024-05-12,Северная,20,789
2024-05-12,Северная,21,219
2024-05-12,Северная,22,242
2024-05-12,Северная,23,285
2024-05-12,Южная,0,96
2024-05-12,Южная,1,100
2024-05-12,Южная,2,81
2024-05-12,Южная,3,95
2024-05-12,Южная,4,82
2024-05-12,Южная,5,79
2024-05-12,Южная,6,91
2024-05-12,Южная,7,615
2024-05-12,Южная,8,704
2024-05-12,Южная,9,592
2024-05-12,Южная,10,707
2024-05-12,Южная,11,338
2024-05-12,Южная,12,383
2024-05-12,Южная,13,380
2024-05-12,Южная,14,368
2024-05-12,Южная,15,387
2024-05-12,Южная,16,335
2024-05-12,Южная,17,635
2024-05-12,Южная,18,579
2024-05-12,Южная,19,663
2024-05-12,Южная,20,577
2024-05-12,Южная,21,260
2024-05-12,Южная,22,186
2024-05-12,Южная,23,238
2024-05-12,Университет,0,130
2024-05-12,Университет,1,128
2024-05-12,Университет,2,130
2024-05-12,Университет,3,131
2024-05-12,Университет,4,132
2024-05-12,Университет,5,151
2024-05-12,Университет,6,129
2024-05-12,Университет,7,1241
2024-05-12,Университет,8,1215
2024-05-12,Университет,9,1317
2024-05-12,Университет,10,1152
2024-05-12,Университет,11,558
2024-05-12,Университет,12,615
2024-05-12,Университет,13,598
2024-05-12,Университет,14,610
2024-05-12,Университет,15,681
2024-05-12,Университет,16,558
2024-05-12,Университет,17,985
2024-05-12,Университет,18,939
2024-05-12,Университет,19,859
2024-05-12,Университет,20,808
2024-05-12,Университет,21,301
2024-05-12,Университет,22,336
2024-05-12,Университет,23,315
2024-05-12,Парк,0,74
2024-05-12,Парк,1,80
2024-05-12,Парк,2,79
2024-05-12,Парк,3,98
2024-05-12,Парк,4,90
2024-05-12,Парк,5,85
2024-05-12,Парк,6,88
2024-05-12,Парк,7,493
2024-05-12,Парк,8,570
2024-05-12,Парк,9,440
2024-05-12,Парк,10,468
2024-05-12,Парк,11,351
2024-05-12,Парк,12,374
2024-05-12,Парк,13,372
2024-05-12,Парк,14,369
2024-05-12,Парк,15,366
2024-05-12,Парк,16,320
2024-05-12,Парк,17,638
2024-05-12,Парк,18,648
2024-05-12,Парк,19,706
2024-05-12,Парк,20,609
2024-05-12,Парк,21,216
2024-05-12,Парк,22,207
2024-05-12,Парк,23,176
2024-05-12,Речная,0,61
2024-05-12,Речная,1,77
2024-05-12,Речная,2,68
2024-05-12,Речная,3,69
2024-05-12,Речная,4,69
2024-05-12,Речная,5,70
2024-05-12,Речная,6,70
2024-05-12,Речная,7,402
2024-05-12,Речная,8,579
2024-05-12,Речная,9,517
2024-05-12,Речная,10,459
2024-05-12,Речная,11,327
2024-05-12,Речная,12,323
2024-05-12,Речная,13,346
2024-05-12,Речная,14,291
2024-05-12,Речная,15,314
2024-05-12,Речная,16,344
2024-05-12,Речная,17,523
2024-05-12,Речная,18,485
2024-05-12,Речная,19,548
2024-05-12,Речная,20,491
2024-05-12,Речная,21,175
2024-05-12,Речная,22,181
2024-05-12,Речная,23,190
2024-05-13,Центральная,0,255
2024-05-13,Центральная,1,286
2024-05-13,Центральная,2,260
2024-05-13,Центральная,3,243
2024-05-13,Центральная,4,254
2024-05-13,Центральная,5,250
2024-05-13,Центральная,6,241
2024-05-13,Центральная,7,2634
2024-05-13,Центральная,8,2247
2024-05-13,Центральная,9,2366
2024-05-13,Центральная,10,2457
2024-05-13,Центральная,11,1214
2024-05-13,Центральная,12,1121
2024-05-13,Центральная,13,1098
2024-05-13,Центральная,14,1018
2024-05-13,Центральная,15,1010
2024-05-13,Центральная,16,1098
2024-05-13,Центральная,17,2615
2024-05-13,Центральная,18,2740
2024-05-13,Центральная,19,3049
2024-05-13,Центральная,20,2533
2024-05-13,Центральная,21,645
2024-05-13,Центральная,22,716
2024-05-13,Центральная,23,568
2024-05-13,Восточная,0,153
2024-05-13,Восточная,1,165
2024-05-13,Восточная,2,166
2024-05-13,Восточная,3,146
2024-05-13,Восточная,4,144
2024-05-13,Восточная,5,174
2024-05-13,Восточная,6,171
2024-05-13,Восточная,7,1410
2024-05-13,Восточная,8,1342
2024-05-13,Восточная,9,1461
2024-05-13,Восточная,10,1430
2024-05-13,Восточная,11,679
2024-05-13,Восточная,12,705
2024-05-13,Восточная,13,719
2024-05-13,Восточная,14,631
2024-05-13,Восточная,15,636
2024-05-13,Восточная,16,752
2024-05-13,Восточная,17,999
2024-05-13,Восточная,18,1212
2024-05-13,Восточная,19,1085
2024-05-13,Восточная,20,1136
2024-05-13,Восточная,21,368
2024-05-13,Восточная,22,432
2024-05-13,Восточная,23,413
2024-05-13,Западная,0,143
2024-05-13,Западная,1,160
2024-05-13,Западная,2,142
2024-05-13,Западная,3,129
2024-05-13,Западная,4,132
2024-05-13,Западная,5,134
2024-05-13,Западная,6,130
2024-05-13,Западная,7,905
2024-05-13,Западная,8,1058
2024-05-13,Западная,9,957
2024-05-13,Западная,10,917
2024-05-13,Западная,11,591
2024-05-13,Западная,12,536
2024-05-13,Западная,13,495
2024-05-13,Западная,14,561
2024-05-13,Западная,15,580
2024-05-13,Западная,16,663
2024-05-13,Западная,17,1080
2024-05-13,Западная,18,1323
2024-05-13,Западная,19,1028
2024-05-13,Западная,20,1072
2024-05-13,Западная,21,289
2024-05-13,Западная,22,318
2024-05-13,Западная,23,309
2024-05-13,Северная,0,125
2024-05-13,Северная,1,139
2024-05-13,Северная,2,141
2024-05-13,Северная,3,136
2024-05-13,Северная,4,158
2024-05-13,Северная,5,137
2024-05-13,Северная,6,153
2024-05-13,Северная,7,1176
2024-05-13,Северная,8,1177
2024-05-13,Северная,9,1212
2024-05-13,Северная,10,1230
2024-05-13,Северная,11,598
2024-05-13,Северная,12,556
2024-05-13,Северная,13,623
2024-05-13,Северная,14,603
2024-05-13,Северная,15,662
2024-05-13,Северная,16,551
2024-05-13,Северная,17,1147
2024-05-13,Северная,18,1189
2024-05-13,Северная,19,961
2024-05-13,Северная,20,1124
2024-05-13,Северная,21,358
2024-05-13,Северная,22,376
2024-05-13,Северная,23,331
2024-05-13,Южная,0,121
2024-05-13,Южная,1,124
2024-05-13,Южная,2,114
2024-05-13,Южная,3,125
2024-05-13,Южная,4,123
2024-05-13,Южная,5,128
2024-05-13,Южная,6,112
2024-05-13,Южная,7,861
2024-05-13,Южная,8,870
2024-05-13,Южная,9,1033
2024-05-13,Южная,10,875
2024-05-13,Южная,11,509
2024-05-13,Южная,12,530
2024-05-13,Южная,13,543
2024-05-13,Южная,14,575
2024-05-13,Южная,15,496
2024-05-13,Южная,16,556
2024-05-13,Южная,17,981
2024-05-13,Южная,18,880
2024-05-13,Южная,19,790
2024-05-13,Южная,20,811
2024-05-13,Южная,21,285
2024-05-13,Южная,22,288
2024-05-13,Южная,23,319
2024-05-13,Университет,0,183
2024-05-13,Университет,1,204
2024-05-13,Университет,2,183
2024-05-13,Университет,3,228
2024-05-13,Университет,4,183
2024-05-13,Университет,5,199
2024-05-13,Университет,6,190
2024-05-13,Университет,7,1943
2024-05-13,Университет,8,1628
2024-05-13,Университет,9,1582
2024-05-13,Университет,10,1682
2024-05-13,Университет,11,781
2024-05-13,Университет,12,894
2024-05-13,Университет,13,817
2024-05-13,Университет,14,749
2024-05-13,Университет,15,839
2024-05-13,Университет,16,789
2024-05-13,Университет,17,1413
2024-05-13,Университет,18,1081
2024-05-13,Университет,19,1219
2024-05-13,Университет,20,1290
2024-05-13,Университет,21,421
2024-05-13,Университет,22,489
2024-05-13,Университет,23,549
2024-05-13,Парк,0,125
2024-05-13,Парк,1,110
2024-05-13,Парк,2,130
2024-05-13,Парк,3,112
2024-05-13,Парк,4,115
2024-05-13,Парк,5,121
2024-05-13,Парк,6,120
2024-05-13,Парк,7,789
2024-05-13,Парк,8,535
2024-05-13,Парк,9,753
2024-05-13,Парк,10,700
2024-05-13,Парк,11,471
2024-05-13,Парк,12,540
2024-05-13,Парк,13,470
2024-05-13,Парк,14,412
2024-05-13,Парк,15,505
2024-05-13,Парк,16,493
2024-05-13,Парк,17,810
2024-05-13,Парк,18,901
2024-05-13,Парк,19,1017
2024-05-13,Парк,20,954
2024-05-13,Парк,21,261
2024-05-13,Парк,22,283
2024-05-13,Парк,23,267
2024-05-13,Речная,0,113
2024-05-13,Речная,1,122
2024-05-13,Речная,2,94
2024-05-13,Речная,3,106
2024-05-13,Речная,4,101
2024-05-13,Речная,5,106
2024-05-13,Речная,6,97
2024-05-13,Речная,7,763
2024-05-13,Речная,8,688
2024-05-13,Речная,9,632
2024-05-13,Речная,10,752
2024-05-13,Речная,11,459
2024-05-13,Речная,12,458
2024-05-13,Речная,13,411
2024-05-13,Речная,14,446
2024-05-13,Речная,15,485
2024-05-13,Речная,16,475
2024-05-13,Речная,17,818
2024-05-13,Речная,18,577
2024-05-13,Речная,19,690
2024-05-13,Речная,20,718
2024-05-13,Речная,21,264
2024-05-13,Речная,22,266
2024-05-13,Речная,23,226
2024-05-14,Центральная,0,269
2024-05-14,Центральная,1,222
2024-05-14,Центральная,2,232
2024-05-14,Центральная,3,263
2024-05-14,Центральная,4,270
2024-05-14,Центральная,5,243
2024-05-14,Центральная,6,230
2024-05-14,Центральная,7,2462
2024-05-14,Центральная,8,2371
2024-05-14,Центральная,9,2530
2024-05-14,Центральная,10,2659
2024-05-14,Центральная,11,1023
2024-05-14,Центральная,12,1190
2024-05-14,Центральная,13,1021
2024-05-14,Центральная,14,1129
2024-05-14,Центральная,15,1125
2024-05-14,Центральная,16,1117
2024-05-14,Центральная,17,2735
2024-05-14,Центральная,18,2577
2024-05-14,Центральная,19,2244
2024-05-14,Центральная,20,2463
2024-05-14,Центральная,21,609
2024-05-14,Центральная,22,634
2024-05-14,Центральная,23,707
2024-05-14,Восточная,0,161
2024-05-14,Восточная,1,185
2024-05-14,Восточная,2,176
2024-05-14,Восточная,3,161
2024-05-14,Восточная,4,159
2024-05-14,Восточная,5,152
2024-05-14,Восточная,6,181
2024-05-14,Восточная,7,1328
2024-05-14,Восточная,8,1153
2024-05-14,Восточная,9,1363
2024-05-14,Восточная,10,1384
2024-05-14,Восточная,11,638
2024-05-14,Восточная,12,657
2024-05-14,Восточная,13,741
2024-05-14,Восточная,14,659
2024-05-14,Восточная,15,606
2024-05-14,Восточная,16,740
2024-05-14,Восточная,17,1166
2024-05-14,Восточная,18,1215
2024-05-14,Восточная,19,1386
2024-05-14,Восточная,20,1058
2024-05-14,Восточная,21,444
2024-05-14,Восточная,22,440
2024-05-14,Восточная,23,413
2024-05-14,Западная,0,144
2024-05-14,Западная,1,155
2024-05-14,Западная,2,140
2024-05-14,Западная,3,139
2024-05-14,Западная,4,127
2024-05-14,Западная,5,150
2024-05-14,Западная,6,135
2024-05-14,Западная,7,1006
2024-05-14,Западная,8,1134
2024-05-14,Западная,9,1109
2024-05-14,Западная,10,1110
2024-05-14,Западная,11,551
2024-05-14,Западная,12,579
2024-05-14,Западная,13,535
2024-05-14,Западная,14,625
2024-05-14,Западная,15,581
2024-05-14,Западная,16,561
2024-05-14,Западная,17,1049
2024-05-14,Западная,18,1026
2024-05-14,Западная,19,1088
2024-05-14,Западная,20,1257
2024-05-14,Западная,21,376
2024-05-14,Западная,22,367
2024-05-14,Западная,23,379
2024-05-14,Северная,0,133
2024-05-14,Северная,1,163
2024-05-14,Северная,2,148
2024-05-14,Северная,3,162
2024-05-14,Северная,4,151
2024-05-14,Северная,5,132
2024-05-14,Северная,6,130
2024-05-14,Северная,7,1194
2024-05-14,Северная,8,1111
2024-05-14,Северная,9,1196
2024-05-14,Северная,10,799
2024-05-14,Северная,11,704
2024-05-14,Северная,12,565
2024-05-14,Северная,13,669
2024-05-14,Северная,14,577
2024-05-14,Северная,15,662
2024-05-14,Северная,16,567
2024-05-14,Северная,17,1163
2024-05-14,Северная,18,1061
2024-05-14,Северная,19,1120
2024-05-14,Северная,20,1038
2024-05-14,Северная,21,363
2024-05-14,Северная,22,386
2024-05-14,Северная,23,379
2024-05-14,Южная,0,131
2024-05-14,Южная,1,108
2024-05-14,Южная,2,126
2024-05-14,Южная,3,112
2024-05-14,Южная,4,131
2024-05-14,Южная,5,128
2024-05-14,Южная,6,108
2024-05-14,Южная,7,813
2024-05-14,Южная,8,878
2024-05-14,Южная,9,988
2024-05-14,Южная,10,873
2024-05-14,Южная,11,578
2024-05-14,Южная,12,450
2024-05-14,Южная,13,558
2024-05-14,Южная,14,557
2024-05-14,Южная,15,508
2024-05-14,Южная,16,509
2024-05-14,Южная,17,765
2024-05-14,Южная,18,772
2024-05-14,Южная,19,936
2024-05-14,Южная,20,1003
2024-05-14,Южная,21,273
2024-05-14,Южная,22,307
2024-05-14,Южная,23,379
2024-05-14,Университет,0,207
2024-05-14,Университет,1,223
2024-05-14,Университет,2,221
2024-05-14,Университет,3,194
2024-05-14,Университет,4,179
2024-05-14,Университет,5,167
2024-05-14,Университет,6,192
2024-05-14,Университет,7,1670
2024-05-14,Университет,8,1629
2024-05-14,Университет,9,1909
2024-05-14,Университет,10,1860
2024-05-14,Университет,11,754
2024-05-14,Университет,12,895
2024-05-14,Университет,13,926
2024-05-14,Университет,14,647
2024-05-14,Университет,15,809
2024-05-14,Университет,16,736
2024-05-14,Университет,17,1534
2024-05-14,Университет,18,1282
2024-05-14,Университет,19,1252
2024-05-14,Университет,20,1295
2024-05-14,Университет,21,423
2024-05-14,Университет,22,553
2024-05-14,Университет,23,474
2024-05-14,Парк,0,118
2024-05-14,Парк,1,112
2024-05-14,Парк,2,101
2024-05-14,Парк,3,116
2024-05-14,Парк,4,99
2024-05-14,Парк,5,131
2024-05-14,Парк,6,130
2024-05-14,Парк,7,778
2024-05-14,Парк,8,647
2024-05-14,Парк,9,588
2024-05-14,Парк,10,724
2024-05-14,Парк,11,464
2024-05-14,Парк,12,482
2024-05-14,Парк,13,544
2024-05-14,Парк,14,477
2024-05-14,Парк,15,508
2024-05-14,Парк,16,423
2024-05-14,Парк,17,1024
2024-05-14,Парк,18,799
2024-05-14,Парк,19,844
2024-05-14,Парк,20,783
2024-05-14,Парк,21,280
2024-05-14,Парк,22,305
2024-05-14,Парк,23,309
2024-05-14,Речная,0,99
2024-05-14,Речная,1,99
2024-05-14,Речная,2,118
2024-05-14,Речная,3,102
2024-05-14,Речная,4,98
2024-05-14,Речная,5,106
2024-05-14,Речная,6,98
2024-05-14,Речная,7,656
2024-05-14,Речная,8,669
2024-05-14,Речная,9,723
2024-05-14,Речная,10,623
2024-05-14,Речная,11,480
2024-05-14,Речная,12,420
2024-05-14,Речная,13,512
2024-05-14,Речная,14,447
2024-05-14,Речная,15,445
2024-05-14,Речная,16,441
2024-05-14,Речная,17,654
2024-05-14,Речная,18,798
2024-05-14,Речная,19,623
2024-05-14,Речная,20,702
2024-05-14,Речная,21,273
2024-05-14,Речная,22,272
2024-05-14,Речная,23,254
2024-05-15,Центральная,0,292
2024-05-15,Центральная,1,254
2024-05-15,Центральная,2,269
2024-05-15,Центральная,3,272
2024-05-15,Центральная,4,274
2024-05-15,Центральная,5,234
2024-05-15,Центральная,6,283
2024-05-15,Центральная,7,2620
2024-05-15,Центральная,8,2009
2024-05-15,Центральная,9,2630
2024-05-15,Центральная,10,2314
2024-05-15,Центральная,11,1119
2024-05-15,Центральная,12,1209
2024-05-15,Центральная,13,1176
2024-05-15,Центральная,14,1068
2024-05-15,Центральная,15,1187
2024-05-15,Центральная,16,1162
2024-05-15,Центральная,17,2708
2024-05-15,Центральная,18,2642
2024-05-15,Центральная,19,2647
2024-05-15,Центральная,20,2884
2024-05-15,Центральная,21,687
2024-05-15,Центральная,22,654
2024-05-15,Центральная,23,691
2024-05-15,Восточная,0,161
2024-05-15,Восточная,1,166
2024-05-15,Восточная,2,168
2024-05-15,Восточная,3,166
2024-05-15,Восточная,4,166
2024-05-15,Восточная,5,169
2024-05-15,Восточная,6,155
2024-05-15,Восточная,7,1395
2024-05-15,Восточная,8,1128
2024-05-15,Восточная,9,1338
2024-05-15,Восточная,10,1279
2024-05-15,Восточная,11,702
2024-05-15,Восточная,12,688
2024-05-15,Восточная,13,665
2024-05-15,Восточная,14,525
2024-05-15,Восточная,15,601
2024-05-15,Восточная,16,642
2024-05-15,Восточная,17,1078
2024-05-15,Восточная,18,1261
2024-05-15,Восточная,19,1243
2024-05-15,Восточная,20,1184
2024-05-15,Восточная,21,373
2024-05-15,Восточная,22,403
2024-05-15,Восточная,23,373
2024-05-15,Западная,0,120
2024-05-15,Западная,1,138
2024-05-15,Западная,2,135
2024-05-15,Западная,3,133
2024-05-15,Западная,4,112
2024-05-15,Западная,5,150
2024-05-15,Западная,6,133
2024-05-15,Западная,7,1026
2024-05-15,Западная,8,873
2024-05-15,Западная,9,981
2024-05-15,Западная,10,1005
2024-05-15,Западная,11,578
2024-05-15,Западная,12,553
2024-05-15,Западная,13,621
2024-05-15,Западная,14,582
2024-05-15,Западная,15,540
2024-05-15,Западная,16,582
2024-05-15,Западная,17,1265
2024-05-15,Западная,18,1191
2024-05-15,Западная,19,1246
2024-05-15,Западная,20,1013
2024-05-15,Западная,21,301
2024-05-15,Западная,22,340
2024-05-15,Западная,23,370
2024-05-15,Северная,0,142
2024-05-15,Северная,1,162
2024-05-15,Северная,2,150
2024-05-15,Северная,3,149
2024-05-15,Северная,4,144
2024-05-15,Северная,5,130
2024-05-15,Северная,6,149
2024-05-15,Северная,7,1285
2024-05-15,Северная,8,994
2024-05-15,Северная,9,1279
2024-05-15,Северная,10,1182
2024-05-15,Северная,11,553
2024-05-15,Северная,12,691
2024-05-15,Северная,13,598
2024-05-15,Северная,14,615
2024-05-15,Северная,15,544
2024-05-15,Северная,16,618
2024-05-15,Северная,17,1153
2024-05-15,Северная,18,1230
2024-05-15,Северная,19,819
2024-05-15,Северная,20,1073
2024-05-15,Северная,21,330
2024-05-15,Северная,22,362
2024-05-15,Северная,23,355
2024-05-15,Южная,0,144
2024-05-15,Южная,1,134
2024-05-15,Южная,2,121
2024-05-15,Южная,3,124
2024-05-15,Южная,4,115
2024-05-15,Южная,5,133
2024-05-15,Южная,6,116
2024-05-15,Южная,7,870
2024-05-15,Южная,8,968
2024-05-15,Южная,9,913
2024-05-15,Южная,10,958
2024-05-15,Южная,11,550
2024-05-15,Южная,12,526
2024-05-15,Южная,13,581
2024-05-15,Южная,14,497
2024-05-15,Южная,15,492
2024-05-15,Южная,16,580
2024-05-15,Южная,17,984
2024-05-15,Южная,18,942
2024-05-15,Южная,19,854
2024-05-15,Южная,20,918
2024-05-15,Южная,21,315
2024-05-15,Южная,22,278
2024-05-15,Южная,23,334
2024-05-15,Университет,0,198
2024-05-15,Университет,1,177
2024-05-15,Университет,2,182
2024-05-15,Университет,3,197
2024-05-15,Университет,4,197
2024-05-15,Университет,5,200
2024-05-15,Университет,6,222
2024-05-15,Университет,7,1517
2024-05-15,Университет,8,1787
2024-05-15,Университет,9,2000
2024-05-15,Университет,10,1691
2024-05-15,Университет,11,860
2024-05-15,Университет,12,769
2024-05-15,Университет,13,823
2024-05-15,Университет,14,787
2024-05-15,Университет,15,741
2024-05-15,Университет,16,883
2024-05-15,Университет,17,1373
2024-05-15,Университет,18,1111
2024-05-15,Университет,19,1389
2024-05-15,Университет,20,1299
2024-05-15,Университет,21,509
