date,category,region,sales,income
2025-06-30,flowers,kansk,197,149339
2025-07-01,mushrooms,krasnoyarsk,201,97840
2025-07-01,mushrooms,irkutsk,201,92894
2025-07-01,mushrooms,kansk,200,96268
2025-07-01,fruits,krasnoyarsk,200,63948
2025-07-01,fruits,irkutsk,202,52237
2025-07-01,fruits,kansk,200,68584
2025-07-01,vegetables,krasnoyarsk,200,45962
2025-07-01,vegetables,irkutsk,199,41985
2025-07-01,vegetables,kansk,196,42696
2025-07-01,greens,krasnoyarsk,197,36632
2025-07-01,greens,irkutsk,201,28142
2025-07-01,greens,kansk,202,24136
2025-07-01,flowers,krasnoyarsk,201,182447
2025-07-01,flowers,irkutsk,201,209864
2025-07-01,flowers,kansk,199,194001
2025-07-02,mushrooms,krasnoyarsk,199,103955
2025-07-02,mushrooms,irkutsk,194,91294
2025-07-02,mushrooms,kansk,205,104744
2025-07-02,fruits,krasnoyarsk,197,59663
2025-07-02,fruits,irkutsk,199,67033
2025-07-02,fruits,kansk,199,63194
2025-07-02,vegetables,krasnoyarsk,199,36446
2025-07-02,vegetables,irkutsk,201,37826
2025-07-02,vegetables,kansk,199,41061
2025-07-02,greens,krasnoyarsk,200,34178
2025-07-02,greens,irkutsk,201,30761
2025-07-02,greens,kansk,196,28102
2025-07-02,flowers,krasnoyarsk,202,155505
2025-07-02,flowers,irkutsk,197,176259
2025-07-02,flowers,kansk,202,148088
2025-07-03,mushrooms,krasnoyarsk,197,90222
2025-07-03,mushrooms,irkutsk,198,86417
2025-07-03,mushrooms,kansk,196,88835
2025-07-03,fruits,krasnoyarsk,202,60987
2025-07-03,fruits,irkutsk,201,64388
2025-07-03,fruits,kansk,199,62099
2025-07-03,vegetables,krasnoyarsk,202,43116
2025-07-03,vegetables,irkutsk,198,39376
2025-07-03,vegetables,kansk,198,33915
2025-07-03,greens,krasnoyarsk,203,32711
2025-07-03,greens,irkutsk,197,31813
2025-07-03,greens,kansk,203,31385
2025-07-03,flowers,krasnoyarsk,201,145300
2025-07-03,flowers,irkutsk,196,160808
2025-07-03,flowers,kansk,204,172753
2025-07-04,mushrooms,krasnoyarsk,195,107002
2025-07-04,mushrooms,irkutsk,198,97396
2025-07-04,mushrooms,kansk,198,106108
2025-07-04,fruits,krasnoyarsk,200,71476
2025-07-04,fruits,irkutsk,199,58746
2025-07-04,fruits,kansk,199,55043
2025-07-04,vegetables,krasnoyarsk,199,39726
2025-07-04,vegetables,irkutsk,200,33488
2025-07-04,vegetables,kansk,200,42276
2025-07-04,greens,krasnoyarsk,201,27504
2025-07-04,greens,irkutsk,204,28362
2025-07-04,greens,kansk,201,34210
2025-07-04,flowers,krasnoyarsk,199,191531
2025-07-04,flowers,irkutsk,202,164945
2025-07-04,flowers,kansk,198,153032
2025-07-05,mushrooms,krasnoyarsk,201,87897
2025-07-05,mushrooms,irkutsk,200,96326
2025-07-05,mushrooms,kansk,201,99696
2025-07-05,fruits,krasnoyarsk,201,59598
2025-07-05,fruits,irkutsk,200,70218
2025-07-05,fruits,kansk,200,58620
2025-07-05,vegetables,krasnoyarsk,203,37447
2025-07-05,vegetables,irkutsk,201,37928
2025-07-05,vegetables,kansk,199,37995
2025-07-05,greens,krasnoyarsk,194,29823
2025-07-05,greens,irkutsk,196,26399
2025-07-05,greens,kansk,196,28294
2025-07-05,flowers,krasnoyarsk,196,177395
2025-07-05,flowers,irkutsk,198,141643
2025-07-05,flowers,kansk,201,192123
2025-07-06,mushrooms,krasnoyarsk,200,102012
2025-07-06,mushrooms,irkutsk,197,114210
2025-07-06,mushrooms,kansk,194,103116
2025-07-06,fruits,krasnoyarsk,199,62923
2025-07-06,fruits,irkutsk,198,57762
2025-07-06,fruits,kansk,201,56221
2025-07-06,vegetables,krasnoyarsk,197,35972
2025-07-06,vegetables,irkutsk,201,37450
2025-07-06,vegetables,kansk,200,41954
2025-07-06,greens,krasnoyarsk,201,29080
2025-07-06,greens,irkutsk,201,31552
2025-07-06,greens,kansk,203,27035
2025-07-06,flowers,krasnoyarsk,200,181946
2025-07-06,flowers,irkutsk,197,144592
2025-07-06,flowers,kansk,201,189963
2025-07-07,mushrooms,krasnoyarsk,198,88401
2025-07-07,mushrooms,irkutsk,202,98887
2025-07-07,mushrooms,kansk,200,74950
2025-07-07,fruits,krasnoyarsk,200,63729
2025-07-07,fruits,irkutsk,199,70091
2025-07-07,fruits,kansk,198,71826
2025-07-07,vegetables,krasnoyarsk,200,45796
2025-07-07,vegetables,irkutsk,198,42504
2025-07-07,vegetables,kansk,202,37848
2025-07-07,greens,krasnoyarsk,197,26606
2025-07-07,greens,irkutsk,199,30138
2025-07-07,greens,kansk,199,28323
2025-07-07,flowers,krasnoyarsk,199,171607
2025-07-07,flowers,irkutsk,197,141461
2025-07-07,flowers,kansk,202,160897
2025-07-08,mushrooms,krasnoyarsk,200,104190
2025-07-08,mushrooms,irkutsk,199,96980
2025-07-08,mushrooms,kansk,200,110164
2025-07-08,fruits,krasnoyarsk,200,68662
2025-07-08,fruits,irkutsk,200,56644
2025-07-08,fruits,kansk,201,55076
2025-07-08,vegetables,krasnoyarsk,198,40500
2025-07-08,vegetables,irkutsk,198,38174
2025-07-08,vegetables,kansk,201,43687
2025-07-08,greens,krasnoyarsk,199,26305
2025-07-08,greens,irkutsk,196,31205
2025-07-08,greens,kansk,203,28097
2025-07-08,flowers,krasnoyarsk,200,203860
2025-07-08,flowers,irkutsk,197,120766
2025-07-08,flowers,kansk,202,128696
2025-07-09,mushrooms,krasnoyarsk,199,94907
2025-07-09,mushrooms,irkutsk,198,101492
2025-07-09,mushrooms,kansk,200,90620
2025-07-09,fruits,krasnoyarsk,199,64881
2025-07-09,fruits,irkutsk,198,57431
2025-07-09,fruits,kansk,199,59335
2025-07-09,vegetables,krasnoyarsk,198,40580
2025-07-09,vegetables,irkutsk,196,32026
2025-07-09,vegetables,kansk,200,39338
2025-07-09,greens,krasnoyarsk,197,29455
2025-07-09,greens,irkutsk,202,29287
2025-07-09,greens,kansk,195,34727
2025-07-09,flowers,krasnoyarsk,200,150748
2025-07-09,flowers,irkutsk,203,154420
2025-07-09,flowers,kansk,204,165362
2025-07-10,mushrooms,krasnoyarsk,199,102928
2025-07-10,mushrooms,irkutsk,204,116908
2025-07-10,mushrooms,kansk,199,94174
2025-07-10,fruits,krasnoyarsk,201,59570
2025-07-10,fruits,irkutsk,204,68701
2025-07-10,fruits,kansk,199,61093
2025-07-10,vegetables,krasnoyarsk,203,42234
2025-07-10,vegetables,irkutsk,202,49671
2025-07-10,vegetables,kansk,198,37574
2025-07-10,greens,krasnoyarsk,196,26920
2025-07-10,greens,irkutsk,204,33027
2025-07-10,greens,kansk,201,25830
2025-07-10,flowers,krasnoyarsk,200,140044
2025-07-10,flowers,irkutsk,200,201498
2025-07-10,flowers,kansk,199,154431
2025-07-11,mushrooms,krasnoyarsk,198,104841
2025-07-11,mushrooms,irkutsk,203,102167
2025-07-11,mushrooms,kansk,203,112731
2025-07-11,fruits,krasnoyarsk,195,57955
2025-07-11,fruits,irkutsk,199,43431
2025-07-11,fruits,kansk,196,50029
2025-07-11,vegetables,krasnoyarsk,199,34118
2025-07-11,vegetables,irkutsk,202,44128
2025-07-11,vegetables,kansk,199,39752
2025-07-11,greens,krasnoyarsk,197,28484
2025-07-11,greens,irkutsk,200,28482
2025-07-11,greens,kansk,198,28278
2025-07-11,flowers,krasnoyarsk,195,151842
2025-07-11,flowers,irkutsk,204,144778
2025-07-11,flowers,kansk,196,159073
2025-07-12,mushrooms,krasnoyarsk,198,94596
2025-07-12,mushrooms,irkutsk,202,113513
2025-07-12,mushrooms,kansk,199,100741
2025-07-12,fruits,krasnoyarsk,200,62996
2025-07-12,fruits,irkutsk,198,58788
2025-07-12,fruits,kansk,200,62036
2025-07-12,vegetables,krasnoyarsk,200,35626
2025-07-12,vegetables,irkutsk,201,43303
2025-07-12,vegetables,kansk,199,40757
2025-07-12,greens,krasnoyarsk,201,35593
2025-07-12,greens,irkutsk,197,29739
2025-07-12,greens,kansk,201,31900
2025-07-12,flowers,krasnoyarsk,198,153560
2025-07-12,flowers,irkutsk,201,152434
2025-07-12,flowers,kansk,197,165799
2025-07-13,mushrooms,krasnoyarsk,198,120243
2025-07-13,mushrooms,irkutsk,198,108957
2025-07-13,mushrooms,kansk,197,86530
2025-07-13,fruits,krasnoyarsk,199,67669
2025-07-13,fruits,irkutsk,195,45520
2025-07-13,fruits,kansk,199,57212
2025-07-13,vegetables,krasnoyarsk,197,37398
2025-07-13,vegetables,irkutsk,199,40006
2025-07-13,vegetables,kansk,199,31288
2025-07-13,greens,krasnoyarsk,199,28405
2025-07-13,greens,irkutsk,197,25328
2025-07-13,greens,kansk,199,28566
2025-07-13,flowers,krasnoyarsk,199,167538
2025-07-13,flowers,irkutsk,200,144850
2025-07-13,flowers,kansk,200,148760
2025-07-14,mushrooms,krasnoyarsk,199,69763
2025-07-14,mushrooms,irkutsk,204,87287
2025-07-14,mushrooms,kansk,200,114232
2025-07-14,fruits,krasnoyarsk,201,66022
2025-07-14,fruits,irkutsk,200,54272
2025-07-14,fruits,kansk,203,58194
2025-07-14,vegetables,krasnoyarsk,200,37390
2025-07-14,vegetables,irkutsk,203,41383
2025-07-14,vegetables,kansk,201,36648
2025-07-14,greens,krasnoyarsk,195,27044
2025-07-14,greens,irkutsk,205,26393
2025-07-14,greens,kansk,201,31106
2025-07-14,flowers,krasnoyarsk,199,149345
2025-07-14,flowers,irkutsk,197,187798
2025-07-14,flowers,kansk,199,205535
2025-07-15,mushrooms,krasnoyarsk,200,92628
2025-07-15,mushrooms,irkutsk,197,117932
2025-07-15,mushrooms,kansk,199,107229
2025-07-15,fruits,krasnoyarsk,199,54030
2025-07-15,fruits,irkutsk,200,64910
2025-07-15,fruits,kansk,198,51828
2025-07-15,vegetables,krasnoyarsk,201,34945
2025-07-15,vegetables,irkutsk,198,34580
2025-07-15,vegetables,kansk,201,39546
2025-07-15,greens,krasnoyarsk,199,31931
2025-07-15,greens,irkutsk,202,34243
2025-07-15,greens,kansk,198,28238
2025-07-15,flowers,krasnoyarsk,199,157655
2025-07-15,flowers,irkutsk,199,191794
2025-07-15,flowers,kansk,201,190411
2025-07-16,mushrooms,krasnoyarsk,199,74095
2025-07-16,mushrooms,irkutsk,197,105235
2025-07-16,mushrooms,kansk,200,114930
2025-07-16,fruits,krasnoyarsk,195,64110
2025-07-16,fruits,irkutsk,204,69541
2025-07-16,fruits,kansk,200,61404
2025-07-16,vegetables,krasnoyarsk,199,44140
2025-07-16,vegetables,irkutsk,201,43930
2025-07-16,vegetables,kansk,201,39932
2025-07-16,greens,krasnoyarsk,201,32664
2025-07-16,greens,irkutsk,198,31792
2025-07-16,greens,kansk,199,30013
2025-07-16,flowers,krasnoyarsk,199,173663
2025-07-16,flowers,irkutsk,201,146553
2025-07-16,flowers,kansk,203,131221
2025-07-17,mushrooms,krasnoyarsk,205,97592
2025-07-17,mushrooms,irkutsk,197,103947
2025-07-17,mushrooms,kansk,200,111472
2025-07-17,fruits,krasnoyarsk,199,60814
2025-07-17,fruits,irkutsk,201,64317
2025-07-17,fruits,kansk,199,65194
2025-07-17,vegetables,krasnoyarsk,202,40323
2025-07-17,vegetables,irkutsk,201,37731
2025-07-17,vegetables,kansk,198,42958
2025-07-17,greens,krasnoyarsk,201,31747
2025-07-17,greens,irkutsk,202,26765
2025-07-17,greens,kansk,201,29410
2025-07-17,flowers,krasnoyarsk,196,153240
2025-07-17,flowers,irkutsk,200,185776
2025-07-17,flowers,kansk,203,111223
2025-07-18,mushrooms,krasnoyarsk,198,99215
2025-07-18,mushrooms,irkutsk,201,101549
2025-07-18,mushrooms,kansk,202,107322
2025-07-18,fruits,krasnoyarsk,198,61425
2025-07-18,fruits,irkutsk,201,58862
2025-07-18,fruits,kansk,202,65985
2025-07-18,vegetables,krasnoyarsk,199,41208
2025-07-18,vegetables,irkutsk,201,43958
2025-07-18,vegetables,kansk,199,45736
2025-07-18,greens,krasnoyarsk,202,34162
2025-07-18,greens,irkutsk,197,28563
2025-07-18,greens,kansk,199,31847
2025-07-18,flowers,krasnoyarsk,201,173963
2025-07-18,flowers,irkutsk,201,198992
2025-07-18,flowers,kansk,200,131064
2025-07-19,mushrooms,krasnoyarsk,198,103801
2025-07-19,mushrooms,irkutsk,196,99771
2025-07-19,mushrooms,kansk,199,88242
2025-07-19,fruits,krasnoyarsk,200,48464
2025-07-19,fruits,irkutsk,198,66846
2025-07-19,fruits,kansk,199,64766
2025-07-19,vegetables,krasnoyarsk,201,41325
2025-07-19,vegetables,irkutsk,200,43998
2025-07-19,vegetables,kansk,199,37513
2025-07-19,greens,krasnoyarsk,198,31396
2025-07-19,greens,irkutsk,199,30437
2025-07-19,greens,kansk,198,32800
2025-07-19,flowers,krasnoyarsk,201,149811
2025-07-19,flowers,irkutsk,195,136798
2025-07-19,flowers,kansk,203,176039
2025-07-20,mushrooms,krasnoyarsk,199,102490
2025-07-20,mushrooms,irkutsk,198,93610
2025-07-20,mushrooms,kansk,199,109392
2025-07-20,fruits,krasnoyarsk,200,61916
2025-07-20,fruits,irkutsk,198,67828
2025-07-20,fruits,kansk,201,64494
2025-07-20,vegetables,krasnoyarsk,198,40916
2025-07-20,vegetables,irkutsk,199,39392
2025-07-20,vegetables,kansk,197,35578
2025-07-20,greens,krasnoyarsk,198,28993
2025-07-20,greens,irkutsk,200,27464
2025-07-20,greens,kansk,203,33655
2025-07-20,flowers,krasnoyarsk,199,145870
2025-07-20,flowers,irkutsk,204,157392
2025-07-20,flowers,kansk,201,168643
2025-07-21,mushrooms,krasnoyarsk,201,107520
2025-07-21,mushrooms,irkutsk,198,85864
2025-07-21,mushrooms,kansk,199,96672
2025-07-21,fruits,krasnoyarsk,199,53328
2025-07-21,fruits,irkutsk,201,59290
2025-07-21,fruits,kansk,201,62121
2025-07-21,vegetables,krasnoyarsk,201,42744
2025-07-21,vegetables,irkutsk,198,33998
2025-07-21,vegetables,kansk,201,44234
2025-07-21,greens,krasnoyarsk,201,29518
2025-07-21,greens,irkutsk,199,35800
2025-07-21,greens,kansk,202,30118
2025-07-21,flowers,krasnoyarsk,199,163038
2025-07-21,flowers,irkutsk,202,169320
2025-07-21,flowers,kansk,198,148840
2025-07-22,mushrooms,krasnoyarsk,196,87453
2025-07-22,mushrooms,irkutsk,199,91384
2025-07-22,mushrooms,kansk,202,90782
2025-07-22,fruits,krasnoyarsk,198,59194
2025-07-22,fruits,irkutsk,201,59928
2025-07-22,fruits,kansk,200,58720
2025-07-22,vegetables,krasnoyarsk,195,44836
2025-07-22,vegetables,irkutsk,200,40340
2025-07-22,vegetables,kansk,200,41888
2025-07-22,greens,krasnoyarsk,201,30220
2025-07-22,greens,irkutsk,201,34087
2025-07-22,greens,kansk,200,33058
2025-07-22,flowers,krasnoyarsk,203,160664
2025-07-22,flowers,irkutsk,203,192953
2025-07-22,flowers,kansk,198,126116
2025-07-23,mushrooms,krasnoyarsk,200,107992
2025-07-23,mushrooms,irkutsk,202,110140
2025-07-23,mushrooms,kansk,201,99890
2025-07-23,fruits,krasnoyarsk,200,46722
2025-07-23,fruits,irkutsk,198,61641
2025-07-23,fruits,kansk,198,63027
2025-07-23,vegetables,krasnoyarsk,200,45418
2025-07-23,vegetables,irkutsk,198,40552
2025-07-23,vegetables,kansk,195,35934
2025-07-23,greens,krasnoyarsk,200,31616
2025-07-23,greens,irkutsk,196,25536
2025-07-23,greens,kansk,199,26550
2025-07-23,flowers,krasnoyarsk,203,163021
2025-07-23,flowers,irkutsk,199,174831
2025-07-23,flowers,kansk,197,166626
2025-07-24,mushrooms,krasnoyarsk,201,122254
2025-07-24,mushrooms,irkutsk,199,117503
2025-07-24,mushrooms,kansk,201,88044
2025-07-24,fruits,krasnoyarsk,198,60489
2025-07-24,fruits,irkutsk,198,65686
2025-07-24,fruits,kansk,198,56546
2025-07-24,vegetables,krasnoyarsk,201,30395
2025-07-24,vegetables,irkutsk,201,35987
2025-07-24,vegetables,kansk,201,36720
2025-07-24,greens,krasnoyarsk,201,31952
2025-07-24,greens,irkutsk,198,25641
2025-07-24,greens,kansk,200,33686
2025-07-24,flowers,krasnoyarsk,202,147476
2025-07-24,flowers,irkutsk,201,218981
2025-07-24,flowers,kansk,200,141252
2025-07-25,mushrooms,krasnoyarsk,201,109247
2025-07-25,mushrooms,irkutsk,202,99369
2025-07-25,mushrooms,kansk,202,105720
2025-07-25,fruits,krasnoyarsk,198,61817
2025-07-25,fruits,irkutsk,197,57510
2025-07-25,fruits,kansk,198,57338
2025-07-25,vegetables,krasnoyarsk,199,34409
2025-07-25,vegetables,irkutsk,198,36469
2025-07-25,vegetables,kansk,201,44571
2025-07-25,greens,krasnoyarsk,201,28831
2025-07-25,greens,irkutsk,198,28500
2025-07-25,greens,kansk,197,32564
2025-07-25,flowers,krasnoyarsk,197,161000
2025-07-25,flowers,irkutsk,198,185987
2025-07-25,flowers,kansk,198,133909
2025-07-26,mushrooms,krasnoyarsk,200,119104
2025-07-26,mushrooms,irkutsk,199,96532
2025-07-26,mushrooms,kansk,201,92926
2025-07-26,fruits,krasnoyarsk,200,55167
2025-07-26,fruits,irkutsk,201,56659
2025-07-26,fruits,kansk,200,70780
2025-07-26,vegetables,krasnoyarsk,198,41170
2025-07-26,vegetables,irkutsk,202,39909
2025-07-26,vegetables,kansk,196,40434
2025-07-26,greens,krasnoyarsk,198,36469
2025-07-26,greens,irkutsk,198,31915
2025-07-26,greens,kansk,201,33372
2025-07-26,flowers,krasnoyarsk,200,150116
2025-07-26,flowers,irkutsk,197,152062
2025-07-26,flowers,kansk,197,173007
2025-07-27,mushrooms,krasnoyarsk,200,107714
2025-07-27,mushrooms,irkutsk,200,96686
2025-07-27,mushrooms,kansk,198,92064
2025-07-27,fruits,krasnoyarsk,197,57516
2025-07-27,fruits,irkutsk,200,69074
2025-07-27,fruits,kansk,204,59647
2025-07-27,vegetables,krasnoyarsk,201,28958
2025-07-27,vegetables,irkutsk,201,42525
2025-07-27,vegetables,kansk,205,38964
2025-07-27,greens,krasnoyarsk,200,34670
2025-07-27,greens,irkutsk,200,30622
2025-07-27,greens,kansk,197,31175
2025-07-27,flowers,krasnoyarsk,199,177356
2025-07-27,flowers,irkutsk,196,161700
2025-07-27,flowers,kansk,198,143811
2025-07-28,mushrooms,krasnoyarsk,201,100228
2025-07-28,mushrooms,irkutsk,203,87836
2025-07-28,mushrooms,kansk,199,91671
2025-07-28,fruits,krasnoyarsk,203,64351
2025-07-28,fruits,irkutsk,200,51705
2025-07-28,fruits,kansk,200,67158
2025-07-28,vegetables,krasnoyarsk,198,44591
2025-07-28,vegetables,irkutsk,202,35675
2025-07-28,vegetables,kansk,198,35135
2025-07-28,greens,krasnoyarsk,197,31608
2025-07-28,greens,irkutsk,202,36923
2025-07-28,greens,kansk,200,27408
2025-07-28,flowers,krasnoyarsk,201,144486
2025-07-28,flowers,irkutsk,197,154790
2025-07-28,flowers,kansk,200,143454
2025-07-29,mushrooms,krasnoyarsk,200,95276
2025-07-29,mushrooms,irkutsk,197,102053
2025-07-29,mushrooms,kansk,197,100533
2025-07-29,fruits,krasnoyarsk,202,68045
2025-07-29,fruits,irkutsk,205,64175
2025-07-29,fruits,kansk,200,64852
2025-07-29,vegetables,krasnoyarsk,198,38113
2025-07-29,vegetables,irkutsk,200,39576
2025-07-29,vegetables,kansk,199,38528
2025-07-29,greens,krasnoyarsk,198,30583
2025-07-29,greens,irkutsk,198,29444
2025-07-29,greens,kansk,199,25824
2025-07-29,flowers,krasnoyarsk,199,162531
2025-07-29,flowers,irkutsk,200,212282
2025-07-29,flowers,kansk,200,175572
2025-07-30,mushrooms,krasnoyarsk,200,103524
2025-07-30,mushrooms,irkutsk,199,90023
2025-07-30,mushrooms,kansk,198,128523
2025-07-30,fruits,krasnoyarsk,203,65422
2025-07-30,fruits,irkutsk,202,72443
2025-07-30,fruits,kansk,202,66579
2025-07-30,vegetables,krasnoyarsk,199,45927
2025-07-30,vegetables,irkutsk,202,40242
2025-07-30,vegetables,kansk,200,42194
2025-07-30,greens,krasnoyarsk,206,32374
2025-07-30,greens,irkutsk,202,34271
2025-07-30,greens,kansk,198,35564
2025-07-30,flowers,krasnoyarsk,197,179088
2025-07-30,flowers,irkutsk,200,187754
2025-07-30,flowers,kansk,204,172241
2025-07-31,mushrooms,krasnoyarsk,202,104181
2025-07-31,mushrooms,irkutsk,199,104453
2025-07-31,mushrooms,kansk,199,87183
2025-07-31,fruits,krasnoyarsk,201,50891
2025-07-31,fruits,irkutsk,198,55410
2025-07-31,fruits,kansk,197,55193
2025-07-31,vegetables,krasnoyarsk,200,39820
2025-07-31,vegetables,irkutsk,202,42535
2025-07-31,vegetables,kansk,200,42054
2025-07-31,greens,krasnoyarsk,198,27615
2025-07-31,greens,irkutsk,195,28134
2025-07-31,greens,kansk,195,26067
2025-07-31,flowers,krasnoyarsk,199,144937
2025-07-31,flowers,irkutsk,201,198559
2025-07-31,flowers,kansk,203,175446
2025-08-01,mushrooms,krasnoyarsk,200,113708
2025-08-01,mushrooms,irkutsk,196,119354
2025-08-01,mushrooms,kansk,198,86046
2025-08-01,fruits,krasnoyarsk,198,64878
2025-08-01,fruits,irkutsk,199,56796
2025-08-01,fruits,kansk,199,53117
2025-08-01,vegetables,krasnoyarsk,203,41448
2025-08-01,vegetables,irkutsk,199,40303
2025-08-01,vegetables,kansk,200,31764
2025-08-01,greens,krasnoyarsk,197,30213
2025-08-01,greens,irkutsk,199,31133
2025-08-01,greens,kansk,199,29627
2025-08-01,flowers,krasnoyarsk,198,162298
2025-08-01,flowers,irkutsk,203,186266
2025-08-01,flowers,kansk,196,174924
2025-08-02,mushrooms,krasnoyarsk,202,96513
2025-08-02,mushrooms,irkutsk,198,90183
2025-08-02,mushrooms,kansk,200,100046
2025-08-02,fruits,krasnoyarsk,199,52935
2025-08-02,fruits,irkutsk,200,71758
2025-08-02,fruits,kansk,200,57040
2025-08-02,vegetables,krasnoyarsk,200,34110
2025-08-02,vegetables,irkutsk,199,38588
2025-08-02,vegetables,kansk,201,44638
2025-08-02,greens,krasnoyarsk,200,30752
2025-08-02,greens,irkutsk,199,30701
2025-08-02,greens,kansk,202,33431
2025-08-02,flowers,krasnoyarsk,202,175606
2025-08-02,flowers,irkutsk,199,143210
2025-08-02,flowers,kansk,202,160250
2025-08-03,mushrooms,krasnoyarsk,198,110579
2025-08-03,mushrooms,irkutsk,202,107815
2025-08-03,mushrooms,kansk,197,98679
2025-08-03,fruits,krasnoyarsk,196,57551
2025-08-03,fruits,irkutsk,199,57449
2025-08-03,fruits,kansk,197,63339
2025-08-03,vegetables,krasnoyarsk,201,41285
2025-08-03,vegetables,irkutsk,201,35581
2025-08-03,vegetables,kansk,200,34476
2025-08-03,greens,krasnoyarsk,196,29170
2025-08-03,greens,irkutsk,199,25014
2025-08-03,greens,kansk,199,23489
2025-08-03,flowers,krasnoyarsk,200,134630
2025-08-03,flowers,irkutsk,200,126902
2025-08-03,flowers,kansk,199,153823
2025-08-04,mushrooms,krasnoyarsk,202,89481
2025-08-04,mushrooms,irkutsk,197,84055
2025-08-04,mushrooms,kansk,197,106141
2025-08-04,fruits,krasnoyarsk,199,60076
2025-08-04,fruits,irkutsk,195,58045
2025-08-04,fruits,kansk,199,59047
2025-08-04,vegetables,krasnoyarsk,202,42969
2025-08-04,vegetables,irkutsk,202,43482
2025-08-04,vegetables,kansk,196,39211
2025-08-04,greens,krasnoyarsk,199,30946
2025-08-04,greens,irkutsk,199,26578
2025-08-04,greens,kansk,198,31032
2025-08-04,flowers,krasnoyarsk,202,150112
2025-08-04,flowers,irkutsk,204,146647
2025-08-04,flowers,kansk,200,166962
2025-08-05,mushrooms,krasnoyarsk,197,89447
2025-08-05,mushrooms,irkutsk,201,101633
2025-08-05,mushrooms,kansk,200,91690
2025-08-05,fruits,krasnoyarsk,198,63724
2025-08-05,fruits,irkutsk,196,57132
2025-08-05,fruits,kansk,202,76665
2025-08-05,vegetables,krasnoyarsk,198,40281
2025-08-05,vegetables,irkutsk,202,40034
2025-08-05,vegetables,kansk,198,43005
2025-08-05,greens,krasnoyarsk,196,31716
2025-08-05,greens,irkutsk,203,28830
2025-08-05,greens,kansk,200,30212
2025-08-05,flowers,krasnoyarsk,202,203537
2025-08-05,flowers,irkutsk,199,175444
2025-08-05,flowers,kansk,198,187028
2025-08-06,mushrooms,krasnoyarsk,201,114901
2025-08-06,mushrooms,irkutsk,201,92777
2025-08-06,mushrooms,kansk,202,101844
2025-08-06,fruits,krasnoyarsk,199,62965
2025-08-06,fruits,irkutsk,200,58422
2025-08-06,fruits,kansk,198,56942
2025-08-06,vegetables,krasnoyarsk,200,49290
2025-08-06,vegetables,irkutsk,200,45752
2025-08-06,vegetables,kansk,200,31226
2025-08-06,greens,krasnoyarsk,199,32944
2025-08-06,greens,irkutsk,200,30444
2025-08-06,greens,kansk,199,27501
2025-08-06,flowers,krasnoyarsk,198,152133
2025-08-06,flowers,irkutsk,202,177220
2025-08-06,flowers,kansk,199,183923
2025-08-07,mushrooms,krasnoyarsk,202,103155
2025-08-07,mushrooms,irkutsk,198,75982
2025-08-07,mushrooms,kansk,197,98539
2025-08-07,fruits,krasnoyarsk,200,57155
2025-08-07,fruits,irkutsk,198,55447
2025-08-07,fruits,kansk,201,64820
2025-08-07,vegetables,krasnoyarsk,201,43530
2025-08-07,vegetables,irkutsk,202,37357
2025-08-07,vegetables,kansk,197,42134
2025-08-07,greens,krasnoyarsk,197,23403
2025-08-07,greens,irkutsk,205,33853
2025-08-07,greens,kansk,201,32584
2025-08-07,flowers,krasnoyarsk,199,160941
2025-08-07,flowers,irkutsk,201,148034
2025-08-07,flowers,kansk,205,153362
2025-08-08,mushrooms,krasnoyarsk,196,100628
2025-08-08,mushrooms,irkutsk,199,77448
2025-08-08,mushrooms,kansk,200,98274
2025-08-08,fruits,krasnoyarsk,200,61350
2025-08-08,fruits,irkutsk,199,58687
2025-08-08,fruits,kansk,196,58092
2025-08-08,vegetables,krasnoyarsk,202,30845
2025-08-08,vegetables,irkutsk,203,40683
2025-08-08,vegetables,kansk,201,39558
2025-08-08,greens,krasnoyarsk,198,29553
2025-08-08,greens,irkutsk,200,28458
2025-08-08,greens,kansk,202,22046
2025-08-08,flowers,krasnoyarsk,199,136888
2025-08-08,flowers,irkutsk,199,177157
2025-08-08,flowers,kansk,201,172900
2025-08-09,mushrooms,krasnoyarsk,198,108056
2025-08-09,mushrooms,irkutsk,199,93987
2025-08-09,mushrooms,kansk,200,115266
2025-08-09,fruits,krasnoyarsk,200,68358
2025-08-09,fruits,irkutsk,201,52923
2025-08-09,fruits,kansk,197,59192
2025-08-09,vegetables,krasnoyarsk,199,32576
2025-08-09,vegetables,irkutsk,201,40668
2025-08-09,vegetables,kansk,200,25330
2025-08-09,greens,krasnoyarsk,199,32634
2025-08-09,greens,irkutsk,199,33740
2025-08-09,greens,kansk,198,25896
2025-08-09,flowers,krasnoyarsk,200,163990
2025-08-09,flowers,irkutsk,198,156568
2025-08-09,flowers,kansk,197,154140
2025-08-10,mushrooms,krasnoyarsk,197,96591
2025-08-10,mushrooms,irkutsk,203,107843
2025-08-10,mushrooms,kansk,198,88860
2025-08-10,fruits,krasnoyarsk,199,49616
2025-08-10,fruits,irkutsk,199,65538
2025-08-10,fruits,kansk,199,59104
2025-08-10,vegetables,krasnoyarsk,198,42215
2025-08-10,vegetables,irkutsk,199,40840
2025-08-10,vegetables,kansk,199,41535
2025-08-10,greens,krasnoyarsk,198,27626
2025-08-10,greens,irkutsk,199,31859
2025-08-10,greens,kansk,201,28515
2025-08-10,flowers,krasnoyarsk,204,178267
2025-08-10,flowers,irkutsk,197,150746
